              value  count     ratio
       기타출혈,분만진통,기타      2  0.000160
           고열,기침,마비      2  0.000160
        요통,찰과상,전신쇠약      2  0.000160
         복통,기타출혈,기침      2  0.000160
      그 밖의출혈,타박상,오심      2  0.000160
         실신,호흡곤란,열상      2  0.000160
          실신,찰과상,설사      2  0.000160
              기침,변비      2  0.000160
        비출혈,배뇨장애,고열      2  0.000160
      기타통증,가슴불편감,오심      2  0.000160
          비출혈,기타,오심      2  0.000160
           객혈,가슴불편감      2  0.000160
           복통,실신,혈변      2  0.000160
           복통,요통,기침      2  0.000160
        심정지,호흡정지,혈변      2  0.000160
      고열,그 밖의출혈,찰과상      2  0.000160
       기도이물,배뇨장애,고열      2  0.000160
         기타통증,토혈,오심      2  0.000160
       의식장애,기도이물,토혈      2  0.000160
           요통,기타,변비      2  0.000160
       골절,전신쇠약,어지러움      2  0.000160
           두통,설사,변비      2  0.000160
         흉통,전신쇠약,기침      2  0.000160
         심계항진,고열,구토      2  0.000160
        복통,실신,가슴불편감      2  0.000160
      요통,심계항진,가슴불편감      2  0.000160
      심정지,호흡정지,배뇨장애      2  0.000160
         골절,전신쇠약,설사      2  0.000160
          두통,복통,심정지      2  0.000160
           고열,기타,화상      2  0.000160
         저체온증,기타,기침      2  0.000160
             찰과상,절단      2  0.000160
       염좌,전신쇠약,어지러움      2  0.000160
         배뇨장애,기타,구토      2  0.000160
          복통,비출혈,기타      2  0.000160
         기타,전신쇠약,화상      2  0.000160
               경추통증      2  0.000160
   저체온증,그 밖의출혈,전신쇠약      2  0.000160
           흉통,객혈,기침      2  0.000160
              두통,혈변      2  0.000160
          복통,타박상,구토      2  0.000160
       기타통증,분만진통,골절      2  0.000160
         흉통,의식장애,오심      2  0.000160
           기타,오심,혈변      2  0.000160
         의식장애,설사,오심      2  0.000160
       복통,정신장애,호흡곤란      2  0.000160
      호흡곤란,골절,가슴불편감      2  0.000160
           고열,설사,혈변      2  0.000160
         흉통,그밖의통증기타      2  0.000160
      발작,비출혈,그 밖의출혈      2  0.000160
           흉통,기타,변비      2  0.000160
       두통,저체온증,어지러움      2  0.000160
         흉통,저체온증,기타      2  0.000160
         의식장애,경련,열상      2  0.000160
       오심/구토,골절,찰과상      2  0.000160
     기타통증,정신장애,호흡곤란      2  0.000160
         흉통,경련,어지러움      2  0.000160
           복통,고열,경련      2  0.000160
         열상,기타,압궤손상      2  0.000160
        의식장애,발작,편마비      2  0.000160
        오심/구토,경련,설사      2  0.000160
        복통,기타이물질,기타      2  0.000160
   기타통증,분만진통,그 밖의출혈      2  0.000160
         복통,요통,심계항진      2  0.000160
       토혈,고열,그 밖의출혈      2  0.000160
      기타통증,배뇨장애,찰과상      2  0.000160
        타박상,설사,어지러움      2  0.000160
      흉통,기타통증,기타이물질      2  0.000160
   의식장애,저체온증,그 밖의출혈      2  0.000160
           정신장애,비출혈      2  0.000160
         저체온증,설사,구토      2  0.000160
           기타,설사,혈변      2  0.000160
         정신장애,기타,마비      2  0.000160
           객혈,기침,오심      2  0.000160
           토혈,열상,기타      2  0.000160
           두통,실신,토혈      2  0.000160
       의식장애,저체온증,열상      2  0.000160
     기타통증,호흡곤란,저체온증      2  0.000160
        정신장애,고열,찰과상      2  0.000160
           기타,설사,마비      2  0.000160
    의식장애,전신쇠약,가슴불편감      2  0.000160
         두통,흉통,기타출혈      2  0.000160
       그 밖의출혈,염좌,기타      2  0.000160
       두통,기도이물,어지러움      2  0.000160
        의식장애,실신,비출혈      2  0.000160
       복통,정신장애,배뇨장애      2  0.000160
         배뇨장애,기타,마비      2  0.000160
     기타통증,의식장애,경추통증      2  0.000160
   기타통증,그 밖의출혈,경추통증      2  0.000160
           토혈,기타,설사      2  0.000160
         의식장애,골절,기타      2  0.000160
         열상,절단,압궤손상      2  0.000160
    그밖의통증기타,기타,어지러움      2  0.000160
      호흡곤란,객혈,가슴불편감      2  0.000160
             비출혈,혈변      2  0.000160
        흉통,의식장애,비출혈      2  0.000160
         배뇨장애,오심,구토      2  0.000160
          열상,타박상,마비      2  0.000160
            분만진통,고열      2  0.000160
      기도이물,오심/구토,경련      2  0.000160
            정신장애,발작      2  0.000160
        요통,어지러움,편마비      2  0.000160
    의식장애,기도이물,오심/구토      2  0.000160
       실신,오심/구토,편마비      2  0.000160
         두통,발작,어지러움      2  0.000160
           객혈,오심/구토      2  0.000160
       요통,정신장애,전신쇠약      2  0.000160
    기타통증,오심/구토,저체온증      2  0.000160
             비출혈,탈구      2  0.000160
       배뇨장애,설사,어지러움      2  0.000160
         요통,배뇨장애,변비      2  0.000160
         토혈,저체온증,기타      2  0.000160
       요통,기타통증,사지마비      2  0.000160
            배뇨장애,골절      2  0.000160
        두통,의식장애,편마비      2  0.000160
      의식장애,오심/구토,설사      2  0.000160
      의식장애,어지러움,편마비      2  0.000160
            요통,사지마비      2  0.000160
            복통,기도이물      2  0.000160
       그 밖의출혈,골절,절단      2  0.000160
      기타통증,기타출혈,찰과상      2  0.000160
    정신장애,기타이물질,전신쇠약      2  0.000160
           설사,오심,혈변      2  0.000160
        두통,기타이물질,마비      2  0.000160
         기타통증,구토,마비      2  0.000160
      기타통증,경련/발작,오심      2  0.000160
       기타통증,탈구,어지러움      2  0.000160
       저체온증,전신쇠약,혈변      2  0.000160
      기타통증,비출혈,전신쇠약      2  0.000160
     의식장애,호흡곤란,분만진통      2  0.000160
        심정지,호흡정지,염좌      2  0.000160
          의식장애,압궤손상      2  0.000160
            저체온증,골절      2  0.000160
       두통,기타통증,분만진통      2  0.000160
           흉통,골절,기타      2  0.000160
            경추통증,기타      2  0.000160
        두통,오심/구토,기침      2  0.000160
     기타통증,그 밖의출혈,혈변      2  0.000160
          열상,찰과상,혈변      2  0.000160
         복통,기도이물,오심      2  0.000160
          복통,찰과상,설사      2  0.000160
          발작,경련,찰과상      1  0.000080
        토혈,오심/구토,열상      1  0.000080
       오심/구토,경련,찰과상      1  0.000080
          심정지,골절,열상      1  0.000080
         설사/변비,전신쇠약      1  0.000080
    의식장애,오심/구토,배뇨장애      1  0.000080
         기타통증,열상,화상      1  0.000080
      복통,오심/구토,분만진통      1  0.000080
           두통,복통,경련      1  0.000080
      호흡곤란,전신쇠약,편마비      1  0.000080
         실신,발작,심계항진      1  0.000080
              복통,발작      1  0.000080
         발작,호흡곤란,경련      1  0.000080
         저체온증,골절,열상      1  0.000080
         기타통증,발작,객혈      1  0.000080
        기타통증,경련,찰과상      1  0.000080
        복통,실신,기타이물질      1  0.000080
       요통,오심/구토,찰과상      1  0.000080
     기타통증,어지러움,사지마비      1  0.000080
         복통,설사,사지마비      1  0.000080
         비출혈,경련,찰과상      1  0.000080
      그 밖의출혈,탈구,찰과상      1  0.000080
      두통,오심/구토,기타출혈      1  0.000080
        흉통,전신쇠약,편마비      1  0.000080
       기타통증,배뇨장애,경련      1  0.000080
