              value  count     ratio
         두통,의식장애,기타     53  0.004239
           복통,요통,구토     53  0.004239
         의식장애,오심,구토     53  0.004239
         의식장애,고열,구토     53  0.004239
      심정지,호흡정지,기도이물     53  0.004239
           복통,가슴불편감     53  0.004239
           복통,변비,오심     53  0.004239
          염좌,열상,찰과상     52  0.004159
        기타통증,탈구,찰과상     52  0.004159
      오심/구토,고열,어지러움     52  0.004159
          실신,찰과상,기타     52  0.004159
          고열,그 밖의출혈     52  0.004159
         호흡곤란,고열,구토     52  0.004159
           복통,기타,변비     52  0.004159
              실신,경련     51  0.004079
         비출혈,찰과상,기타     51  0.004079
              열상,절단     51  0.004079
       기타통증,실신,어지러움     51  0.004079
           복통,실신,기타     51  0.004079
         흉통,기타통증,열상     51  0.004079
        찰과상,기타,어지러움     51  0.004079
             탈구,찰과상     51  0.004079
       전신쇠약,어지러움,마비     51  0.004079
         기타통증,경련/발작     51  0.004079
         열상,어지러움,오심     51  0.004079
         복통,어지러움,혈변     51  0.004079
           두통,고열,구토     51  0.004079
              고열,마비     51  0.004079
      요통,기타통증,오심/구토     50  0.003999
           고열,기타이물질     50  0.003999
          두통,요통,찰과상     50  0.003999
         어지러움,오심,마비     50  0.003999
             복통,타박상     50  0.003999
           복통,고열,기침     50  0.003999
      호흡곤란,기침,가슴불편감     50  0.003999
    기타통증,그밖의통증기타,기침     50  0.003999
    기타통증,그밖의통증기타,화상     50  0.003999
      흉통,호흡곤란,오심/구토     49  0.003919
        두통,오심/구토,설사     49  0.003919
         토혈,기타,전신쇠약     49  0.003919
           복통,토혈,기타     49  0.003919
     심계항진,전신쇠약,어지러움     49  0.003919
              구토,마비     49  0.003919
         복통,호흡곤란,오심     49  0.003919
           복통,요통,오심     49  0.003919
        고열,기침,경련/발작     49  0.003919
         기타통증,기타,화상     48  0.003839
         복통,배뇨장애,고열     48  0.003839
        경련/발작,오심,구토     48  0.003839
        기타통증,고열,찰과상     48  0.003839
      기타,전신쇠약,가슴불편감     48  0.003839
     기타통증,경추통증,어지러움     48  0.003839
           토혈,오심/구토     47  0.003759
          토혈,그 밖의출혈     47  0.003759
        복통,요통,오심/구토     47  0.003759
       기타통증,고열,어지러움     47  0.003759
          두통,실신,찰과상     47  0.003759
           고열,기침,설사     47  0.003759
           기타이물질,구토     47  0.003759
            호흡곤란,토혈     47  0.003759
         토혈,전신쇠약,혈변     47  0.003759
           두통,설사,오심     47  0.003759
      호흡곤란,고열,가슴불편감     47  0.003759
           복통,실신,설사     46  0.003679
         흉통,심계항진,기타     46  0.003679
         복통,토혈,전신쇠약     46  0.003679
       두통,그 밖의출혈,기타     46  0.003679
         복통,호흡곤란,구토     46  0.003679
      의식장애,경련/발작,구토     46  0.003679
         요통,어지러움,오심     46  0.003679
         흉통,호흡곤란,오심     46  0.003679
         흉통,호흡곤란,기침     46  0.003679
         두통,기타통증,골절     45  0.003599
           두통,복통,실신     45  0.003599
            기도이물,기타     45  0.003599
           두통,설사,구토     45  0.003599
              토혈,구토     45  0.003599
           복통,변비,구토     45  0.003599
      흉통,어지러움,가슴불편감     45  0.003599
       심계항진,어지러움,오심     45  0.003599
       전신쇠약,기침,어지러움     45  0.003599
       호흡곤란,전신쇠약,오심     45  0.003599
        열상,타박상,어지러움     45  0.003599
      실신,오심/구토,전신쇠약     44  0.003519
         요통,기타,어지러움     44  0.003519
            정신장애,고열     44  0.003519
         배뇨장애,고열,기타     44  0.003519
           기타통증,편마비     44  0.003519
        오심/구토,고열,경련     44  0.003519
          기타통증,심계항진     44  0.003519
       기타통증,전신쇠약,기침     44  0.003519
           고열,기침,오심     44  0.003519
         실신,전신쇠약,오심     44  0.003519
          골절,염좌,타박상     44  0.003519
        타박상,어지러움,오심     44  0.003519
            분만진통,기타     44  0.003519
      의식장애,기타,경련/발작     44  0.003519
          요통,그 밖의출혈     43  0.003440
        실신,찰과상,어지러움     43  0.003440
              탈구,기타     43  0.003440
            심계항진,고열     43  0.003440
       복통,기타출혈,어지러움     43  0.003440
           흉통,복통,기타     43  0.003440
       두통,기타통증,의식장애     43  0.003440
            의식장애,오심     43  0.003440
              설사,혈변     43  0.003440
          타박상,경련/발작     43  0.003440
         요통,그밖의통증기타     43  0.003440
    의식장애,오심/구토,전신쇠약     42  0.003360
         실신,고열,어지러움     42  0.003360
          실신,그 밖의출혈     42  0.003360
          골절,열상,타박상     42  0.003360
         복통,실신,전신쇠약     42  0.003360
          두통,요통,타박상     42  0.003360
              두통,설사     42  0.003360
        복통,심정지,호흡정지     42  0.003360
              요통,구토     42  0.003360
         그밖의통증기타,기타     42  0.003360
            객혈,전신쇠약     41  0.003280
     기타통증,호흡곤란,어지러움     41  0.003280
       고열,그 밖의출혈,기타     41  0.003280
       요통,전신쇠약,어지러움     41  0.003280
         두통,전신쇠약,설사     41  0.003280
         복통,전신쇠약,혈변     41  0.003280
         기타통증,고열,구토     41  0.003280
             타박상,구토     41  0.003280
        심정지,호흡정지,고열     41  0.003280
             비출혈,고열     41  0.003280
 기타통증,기타이물질,그밖의통증기타     41  0.003280
         복통,기타통증,열상     40  0.003200
      기타통증,오심/구토,설사     40  0.003200
       기타통증,의식장애,열상     40  0.003200
         실신,고열,전신쇠약     40  0.003200
        기타,전신쇠약,타박상     40  0.003200
         토혈,기타,어지러움     40  0.003200
            기타출혈,기타     40  0.003200
              복통,열상     40  0.003200
         열상,기타,어지러움     40  0.003200
       배뇨장애,기타,전신쇠약     40  0.003200
           실신,기타,오심     40  0.003200
